species;accession;code;incubator;petridish;total;viable;date;germinated
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;23/06/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;30/06/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;07/07/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;14/07/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;20/07/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;28/07/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;02/08/2022;1
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;08/08/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;16/08/2022;6
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;22/08/2022;4
