species;code;incubator;petridish;total;viable;viablePER;seeds_germ;germPER;Mid_nov;Winter_germ;spring_germ;summer_germ;Mid_june;Mid_sep;datesow;datelast;t50lm;date50;HS;coldstratgerm;Uncertainty
Thymus praecox;130921-10;Snowbed;1;25;16;64;16;100;0;0;31.25;93.75;6.25;93.75;30/09/2021;08/08/2022;276;02/07/2022;480;100;2.147
Thymus praecox;130921-10;Snowbed;2;25;19;76;18;94.74;5.26;0;21.05;84.21;5.26;84.21;30/09/2021;19/09/2022;281.3125;07/07/2022;546;94.45;2.308
Thymus praecox;130921-10;Snowbed;3;25;17;68;17;100;0;0;17.65;94.12;5.88;94.12;30/09/2021;22/08/2022;278.5;04/07/2022;505.5;100;2.343
Thymus praecox;130921-10;Snowbed;4;20;17;85;17;100;0;0;23.53;94.12;0;100;30/09/2021;29/08/2022;278.25;04/07/2022;505.5;100;2.38
Thymus praecox;300821-07;Fellfield;1;25;22;88;21;95.45;86.36;0;4.55;4.55;9.09;0;21/09/2021;19/09/2022;10.35294118;30/09/2021;121;9.52;1.083
Thymus praecox;300821-07;Fellfield;2;25;23;92;23;100;86.96;0;13.04;0;13.04;0;21/09/2021;23/05/2022;10.82352941;30/09/2021;121;13.04;1.209
Thymus praecox;300821-07;Fellfield;3;25;21;84;21;100;80.95;0;14.29;4.76;14.29;4.76;21/09/2021;27/06/2022;12;02/10/2021;144;19.05;1.532
Thymus praecox;300821-07;Fellfield;4;25;23;92;23;100;86.96;4.35;8.7;0;8.69;0;21/09/2021;16/05/2022;9.684210526;29/09/2021;109.5;13.04;0.927
Thymus praecox;300821-07;Snowbed;1;25;18;72;18;100;0;0;100;0;27.78;72.22;21/09/2021;29/06/2022;270.2;17/06/2022;395;100;1.415
Thymus praecox;300821-07;Snowbed;2;25;21;84;21;100;0;0;85.71;14.29;28.57;71.43;21/09/2021;20/07/2022;275.375;22/06/2022;439.5;100;2.13
Thymus praecox;300821-07;Snowbed;3;24;18;75;18;100;0;0;94.44;5.56;33.33;66.67;21/09/2021;13/07/2022;269.6666667;16/06/2022;388.5;100;1.612
Thymus praecox;300821-07;Snowbed;4;24;19;79.17;18;94.74;0;0;68.42;26.32;36.84;57.89;21/09/2021;19/09/2022;270.3333333;17/06/2022;395;100;1.841
