species;code;incubator;petridish;total;viable;viablePER;seeds_germ;germPER;Mid_nov;Winter_germ;spring_germ;summer_germ;Mid_june;Mid_sep;datesow;datelast;t50lm;date50;HS;coldstratgerm;Uncertainty
Festuca hystrix;130921-16;Fellfield;1;20;17;85;17;100;94.12;0;5.88;5.88;5.88;0;06/10/2021;31/05/2022;19.52083333;24/10/2021;174;5.88;0.64
Festuca hystrix;130921-16;Snowbed;1;20;19;95;14;73.68;42.11;15.79;0;15.79;0;15.79;06/10/2021;19/09/2022;217;10/05/2022;168;42.85;1.753
Festuca hystrix;300821-01;Fellfield;1;14;8;57.14;8;100;100;0;0;0;0;0;21/09/2021;26/10/2021;10.66666667;30/09/2021;121;0;0.811
Festuca hystrix;300821-01;Snowbed;1;14;4;28.57;4;100;100;0;0;0;0;0;21/09/2021;08/11/2021;28.66666667;18/10/2021;199;0;0.811
Festuca rubra;310821-02;Fellfield;1;25;1;4;1;100;0;0;100;0;100;0;22/09/2021;23/05/2022;239.5;18/05/2022;651;100;0
Festuca summilusitana;240821-02;Fellfield;1;25;17;68;17;100;100;0;0;0;0;0;15/09/2021;19/10/2021;15.11111111;29/09/2021;192;0;0.998
Festuca summilusitana;240821-02;Fellfield;2;25;17;68;17;100;100;0;0;0;0;0;15/09/2021;08/11/2021;10.81818182;24/09/2021;132.5;0;1.166
Festuca summilusitana;240821-02;Fellfield;3;25;15;60;15;100;100;0;0;0;0;0;15/09/2021;19/10/2021;11.66666667;25/09/2021;145;0;0.971
Festuca summilusitana;240821-02;Fellfield;4;25;10;40;10;100;100;0;0;0;0;0;15/09/2021;19/10/2021;19.71428571;03/10/2021;238;0;0.881
Festuca summilusitana;240821-02;Snowbed;1;25;14;56;14;100;100;0;0;0;0;0;15/09/2021;08/11/2021;24.76923077;08/10/2021;199.5;0;0.371
Festuca summilusitana;240821-02;Snowbed;2;24;16;66.67;16;100;93.75;6.25;0;0;0;0;15/09/2021;11/05/2022;24.76923077;08/10/2021;199.5;6.25;0.993
Festuca summilusitana;240821-02;Snowbed;3;25;11;44;11;100;100;0;0;0;0;0;15/09/2021;08/11/2021;16;30/09/2021;142;0;1.346
Festuca summilusitana;240821-02;Snowbed;4;25;18;72;18;100;100;0;0;0;0;0;15/09/2021;19/10/2021;23.41176471;07/10/2021;192.5;0;0.31
Festuca summilusitana;250821-02;Fellfield;1;25;13;52;13;100;100;0;0;0;0;0;17/09/2021;08/11/2021;21;07/10/2021;254;0;0.991
Festuca summilusitana;250821-02;Fellfield;2;25;12;48;12;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22.90909091;08/10/2021;265;0;0.414
Festuca summilusitana;250821-02;Fellfield;3;25;8;32;8;100;100;0;0;0;0;0;17/09/2021;08/11/2021;24;10/10/2021;287;0;1.299
Festuca summilusitana;250821-02;Fellfield;4;25;9;36;9;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22;08/10/2021;265;0;0.986
Festuca summilusitana;250821-02;Snowbed;1;25;14;56;14;100;85.71;7.14;7.14;0;0;7.14;17/09/2021;23/06/2022;26;12/10/2021;204.5;14.29;1.292
Festuca summilusitana;250821-02;Snowbed;2;25;15;60;15;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22.71428571;08/10/2021;178.5;0;0.353
Festuca summilusitana;250821-02;Snowbed;3;23;7;30.43;7;100;85.71;0;0;14.29;0;14.29;17/09/2021;13/07/2022;24.5;10/10/2021;192.5;14.29;1.664
Festuca summilusitana;250821-02;Snowbed;4;25;12;48;12;100;91.67;0;0;8.33;0;8.33;17/09/2021;08/08/2022;22.90909091;08/10/2021;178.5;8.33;0.414
Gentiana verna;130921-06;Fellfield;1;25;14;56;2;14.29;0;0;14.29;0;14.29;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;2;25;17;68;5;29.41;0;0;29.41;0;29.41;0;29/09/2021;19/09/2022;NA;NA;NA;100;1.922
Gentiana verna;130921-06;Fellfield;3;25;9;36;1;11.11;0;0;11.11;0;11.11;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;4;25;16;64;1;6.25;0;0;6.25;0;6.25;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;1;25;15;60;3;20;0;13.33;6.67;0;6.67;0;29/09/2021;19/09/2022;NA;NA;NA;100;0.918
Gentiana verna;130921-06;Snowbed;2;25;17;68;6;35.29;0;29.41;5.88;5.88;0;5.88;29/09/2021;19/09/2022;NA;NA;NA;100;0.65
Gentiana verna;130921-06;Snowbed;3;25;21;84;1;4.76;0;4.76;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;4;23;15;65.22;1;6.67;0;6.67;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;1;25;20;80;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;2;24;17;70.83;1;5.88;0;0;5.88;0;5.88;0;08/10/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;3;25;17;68;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;4;25;21;84;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;1;25;19;76;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;2;25;19;76;1;5.26;0;5.26;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Snowbed;3;25;21;84;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;4;25;19;76;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;1;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;3;25;22;88;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;1;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;3;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gypsophila repens;300821-10;Fellfield;1;25;15;60;15;100;13.33;0;66.67;20;66.67;20;22/09/2021;04/07/2022;233.5;12/05/2022;597;86.67;2.33
Gypsophila repens;300821-10;Fellfield;2;25;10;40;10;100;30;0;70;0;70;0;22/09/2021;23/05/2022;229;08/05/2022;563;70;1.846
Gypsophila repens;300821-10;Fellfield;3;25;15;60;15;100;13.33;0;53.33;33.33;80;6.67;22/09/2021;27/06/2022;237.75;16/05/2022;632;86.67;3.057
Gypsophila repens;300821-10;Fellfield;4;23;18;78.26;14;77.78;27.78;0;44.44;5.56;44.44;5.56;22/09/2021;19/09/2022;236;15/05/2022;622.5;64.28;2.067
Gypsophila repens;300821-10;Snowbed;1;23;20;86.96;20;100;0;0;0;100;0;100;22/09/2021;20/07/2022;296.8823529;14/07/2022;711.5;100;0.61
Gypsophila repens;300821-10;Snowbed;2;25;14;56;14;100;0;0;7.14;92.86;0;100;22/09/2021;13/07/2022;287.875;05/07/2022;584;100;1.264
Gypsophila repens;300821-10;Snowbed;3;25;19;76;19;100;0;0;31.58;68.42;0;100;22/09/2021;13/07/2022;284.0833333;02/07/2022;545;100;1.581
Gypsophila repens;300821-10;Snowbed;4;25;20;80;20;100;0;0;85;15;0;100;22/09/2021;13/07/2022;277.5294118;25/06/2022;462.5;100;0.748
Gypsophila repens;310821-08;Fellfield;1;25;23;92;23;100;8.7;0;82.61;4.35;86.96;4.35;24/09/2021;13/09/2022;229.625;10/05/2022;555;91.3;2.131
Gypsophila repens;310821-08;Fellfield;2;25;24;96;24;100;0;0;91.67;8.33;91.67;8.33;24/09/2021;01/08/2022;229.5;10/05/2022;555;100;1.797
Gypsophila repens;310821-08;Fellfield;3;25;23;92;22;95.65;34.78;0;56.52;4.35;56.52;4.35;24/09/2021;19/09/2022;217.375;28/04/2022;482.5;63.64;2.309
Gypsophila repens;310821-08;Fellfield;4;25;22;88;22;100;13.64;0;68.18;18.18;72.73;13.64;24/09/2021;04/07/2022;229.3333333;10/05/2022;555;86.36;2.423
Gypsophila repens;310821-08;Snowbed;1;25;25;100;23;92;0;4;40;48;0;88;24/09/2021;19/09/2022;281.5;01/07/2022;516;100;2.143
Gypsophila repens;310821-08;Snowbed;2;25;24;96;24;100;4.17;8.33;62.5;20.83;4.17;83.33;24/09/2021;07/09/2022;274.7272727;24/06/2022;435;95.83;2.385
Gypsophila repens;310821-08;Snowbed;3;25;24;96;23;95.83;4.17;0;50;41.67;0;91.67;24/09/2021;19/09/2022;277.1428571;27/06/2022;468;95.65;2.453
Gypsophila repens;310821-08;Snowbed;4;25;22;88;22;100;0;4.55;77.27;18.18;4.54;90.91;24/09/2021;20/07/2022;274.7692308;24/06/2022;435;100;1.966
Helianthemum canum;300821-05;Fellfield;1;25;23;92;7;30.43;13.04;0;4.35;4.35;8.7;8.7;21/09/2021;19/09/2022;NA;NA;NA;57.15;2.522
Helianthemum canum;300821-05;Fellfield;2;25;18;72;9;50;33.33;0;16.67;0;16.67;0;21/09/2021;19/09/2022;237;15/05/2022;635;33.34;0.918
Helianthemum canum;300821-05;Fellfield;3;25;22;88;11;50;40.91;0;4.55;4.55;4.55;4.55;21/09/2021;19/09/2022;321;07/08/2022;1853;18.18;1.278
Helianthemum canum;300821-05;Fellfield;4;25;24;96;8;33.33;20.83;0;12.5;0;12.5;0;21/09/2021;19/09/2022;NA;NA;NA;37.5;1.75
Helianthemum canum;300821-05;Snowbed;1;25;18;72;6;33.33;11.11;0;11.11;11.11;0;22.22;21/09/2021;19/09/2022;NA;NA;NA;66.67;1.918
Helianthemum canum;300821-05;Snowbed;2;25;18;72;6;33.33;16.67;0;16.67;0;5.56;11.11;21/09/2021;19/09/2022;NA;NA;NA;49.98;2.252
Helianthemum canum;300821-05;Snowbed;3;25;22;88;6;27.27;18.18;0;9.09;0;4.55;4.55;21/09/2021;19/09/2022;NA;NA;NA;33.33;1.918
Helianthemum canum;300821-05;Snowbed;4;25;19;76;6;31.58;15.79;0;10.53;5.26;5.26;10.53;21/09/2021;19/09/2022;NA;NA;NA;50;2.252
Helianthemum canum;310821-05;Fellfield;1;25;19;76;3;15.79;0;0;0;15.79;0;15.79;24/09/2021;19/09/2022;NA;NA;NA;100;1.585
Helianthemum canum;310821-05;Fellfield;2;25;19;76;5;26.32;26.32;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;1.371
Helianthemum canum;310821-05;Fellfield;3;25;19;76;2;10.53;10.53;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum canum;310821-05;Fellfield;4;25;21;84;4;19.05;9.52;0;4.76;4.76;4.76;4.76;24/09/2021;19/09/2022;NA;NA;NA;50.03;2
Helianthemum canum;310821-05;Snowbed;1;25;24;96;0;0;0;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum canum;310821-05;Snowbed;2;25;20;80;4;20;0;15;0;5;0;5;24/09/2021;19/09/2022;NA;NA;NA;100;1.2
Helianthemum canum;310821-05;Snowbed;3;25;16;64;1;6.25;0;0;6.25;0;0;6.25;24/09/2021;19/09/2022;NA;NA;NA;100;0
Helianthemum canum;310821-05;Snowbed;4;25;22;88;5;22.73;18.18;0;4.55;0;4.55;0;24/09/2021;19/09/2022;NA;NA;NA;20.02;1.371
Helianthemum urrielense;130921-05;Fellfield;1;25;6;24;2;33.33;16.67;0;0;0;0;16.67;29/09/2021;19/09/2022;NA;NA;NA;49.98;1
Helianthemum urrielense;130921-05;Fellfield;2;25;5;20;2;40;40;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Fellfield;3;25;3;12;1;33.33;33.33;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Fellfield;4;25;2;8;1;50;50;0;0;0;0;0;29/09/2021;19/09/2022;15;13/10/2021;163;0;0
Helianthemum urrielense;130921-05;Snowbed;1;25;1;4;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Snowbed;2;25;1;4;1;100;100;0;0;0;0;0;29/09/2021;19/09/2022;22;20/10/2021;142;0;0
Helianthemum urrielense;130921-05;Snowbed;3;25;4;16;3;75;75;0;0;0;0;0;29/09/2021;19/09/2022;10;08/10/2021;72.5;0;0
Helianthemum urrielense;130921-05;Snowbed;4;24;4;16.67;1;25;25;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;140921-04;Fellfield;1;23;1;4.35;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;66;0;0
Helianthemum urrielense;140921-04;Fellfield;2;25;5;20;5;100;100;0;0;0;0;0;05/10/2021;11/11/2021;20.52083333;24/10/2021;185;0;1.371
Helianthemum urrielense;140921-04;Fellfield;3;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;66;0;0
Helianthemum urrielense;140921-04;Fellfield;4;25;2;8;2;100;100;0;0;0;0;0;05/10/2021;02/11/2021;13;17/10/2021;132.5;0;1
Helianthemum urrielense;140921-04;Snowbed;1;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;42;0;0
Helianthemum urrielense;140921-04;Snowbed;2;25;2;8;2;100;100;0;0;0;0;0;05/10/2021;02/11/2021;20.52083333;24/10/2021;115.5;0;0
Helianthemum urrielense;140921-04;Snowbed;3;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;42;0;0
Helianthemum urrielense;140921-04;Snowbed;4;25;3;12;3;100;100;0;0;0;0;0;05/10/2021;02/11/2021;20.52083333;24/10/2021;115.5;0;0
Helictochloa marginata;240821-06;Fellfield;1;15;2;13.33;2;100;0;0;100;0;100;0;16/09/2021;30/05/2022;252.5;25/05/2022;800;100;0
Helictochloa marginata;240821-06;Fellfield;2;15;2;13.33;2;100;50;0;50;0;50;0;16/09/2021;30/05/2022;33;18/10/2021;375;50;1
Helictochloa marginata;240821-06;Snowbed;1;15;4;26.67;4;100;0;25;0;75;0;75;16/09/2021;06/07/2022;288.3333333;30/06/2022;580;100;0.811
Helictochloa marginata;240821-06;Snowbed;2;15;1;6.67;1;100;100;0;0;0;0;0;16/09/2021;08/11/2021;43.02083333;28/10/2021;290.5;0;0
Helictotrichon sedenense;300821-09;Fellfield;1;25;4;16;4;100;0;0;100;0;100;0;21/09/2021;16/05/2022;230;08/05/2022;575.5;100;1
Helictotrichon sedenense;300821-09;Fellfield;2;24;3;12.5;3;100;0;0;100;0;100;0;21/09/2021;16/05/2022;233.5;11/05/2022;601;100;0
Helictotrichon sedenense;300821-09;Fellfield;3;23;4;17.39;4;100;0;0;100;0;100;0;21/09/2021;16/05/2022;230;08/05/2022;575.5;100;1
Helictotrichon sedenense;300821-09;Fellfield;4;21;3;14.29;3;100;33.33;0;66.67;0;66.67;0;21/09/2021;09/05/2022;224.75;02/05/2022;539.5;66.67;0.918
Helictotrichon sedenense;300821-09;Snowbed;1;24;5;20.83;5;100;0;100;0;0;0;0;21/09/2021;11/05/2022;231.5;09/05/2022;285.5;100;0
Helictotrichon sedenense;300821-09;Snowbed;2;24;3;12.5;3;100;0;100;0;0;0;0;21/09/2021;11/05/2022;231.5;09/05/2022;285.5;100;0
Helictotrichon sedenense;300821-09;Snowbed;3;22;5;22.73;5;100;0;80;0;20;0;20;21/09/2021;06/07/2022;231.625;09/05/2022;285.5;100;0.722
Helictotrichon sedenense;300821-09;Snowbed;4;24;7;29.17;7;100;0;71.43;14.29;14.29;0;28.57;21/09/2021;20/07/2022;231.7;09/05/2022;285.5;100;1.149
Iberis carnosa;130921-12;Fellfield;1;25;20;80;20;100;90;0;0;10;0;10;30/09/2021;15/08/2022;8.75;07/10/2021;90;10;1.022
Iberis carnosa;130921-12;Fellfield;2;25;24;96;22;91.67;83.33;0;0;4.17;0;8.33;30/09/2021;19/09/2022;8.842105263;07/10/2021;90;9.1;0.791
Iberis carnosa;130921-12;Fellfield;3;25;25;100;21;84;72;0;0;4;0;12;30/09/2021;19/09/2022;9.722222222;08/10/2021;101;14.29;0.818
Iberis carnosa;130921-12;Fellfield;4;25;25;100;23;92;64;0;4;24;8;20;30/09/2021;19/09/2022;10.9375;09/10/2021;112;30.43;1.567
Iberis carnosa;130921-12;Snowbed;1;25;23;92;23;100;17.39;0;0;65.22;0;82.61;30/09/2021;19/09/2022;327.75;22/08/2022;1232;82.61;2.492
Iberis carnosa;130921-12;Snowbed;2;25;21;84;21;100;14.29;0;0;80.95;0;85.71;30/09/2021;07/09/2022;311;06/08/2022;998;85.71;2.784
Iberis carnosa;130921-12;Snowbed;3;25;24;96;23;95.83;8.33;0;0;83.33;0;87.5;30/09/2021;19/09/2022;316.4444444;11/08/2022;1071.5;91.31;2.761
Iberis carnosa;130921-12;Snowbed;4;25;23;92;23;100;26.09;0;0;60.87;0;73.91;30/09/2021;13/09/2022;291.5;17/07/2022;691.5;73.91;3.084
Jasione cavanillesii;130921-14;Fellfield;1;20;9;45;3;33.33;0;0;33.33;0;33.33;0;08/10/2021;19/09/2022;NA;NA;NA;100;1.585
Jasione cavanillesii;130921-14;Fellfield;2;20;12;60;7;58.33;0;0;58.33;8.33;58.33;0;08/10/2021;19/09/2022;228;23/05/2022;512;100;1.95
Jasione cavanillesii;130921-14;Fellfield;3;20;14;70;10;71.43;0;0;64.29;7.14;64.29;7.14;08/10/2021;19/09/2022;224.5;19/05/2022;473.5;100;2.17
Jasione cavanillesii;130921-14;Snowbed;1;20;9;45;5;55.56;0;0;22.22;44.44;0;55.56;08/10/2021;19/09/2022;270.8333333;04/07/2022;447.5;100;1.371
Jasione cavanillesii;130921-14;Snowbed;2;20;13;65;4;30.77;0;0;0;30.77;0;30.77;08/10/2021;19/09/2022;NA;NA;NA;100;0.811
Jasione cavanillesii;130921-14;Snowbed;3;20;9;45;6;66.67;0;0;33.33;44.44;11.11;55.56;08/10/2021;19/09/2022;273.75;07/07/2022;488;100;2.252
Jasione cavanillesii;140921-05;Fellfield;1;15;11;73.33;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Jasione cavanillesii;140921-05;Fellfield;2;15;6;40;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Jasione cavanillesii;140921-05;Fellfield;3;15;11;73.33;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Jasione cavanillesii;140921-05;Snowbed;1;15;7;46.67;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Jasione cavanillesii;140921-05;Snowbed;2;15;5;33.33;1;20;0;0;0;20;0;20;08/10/2021;19/09/2022;NA;NA;NA;100;0
Jasione cavanillesii;140921-05;Snowbed;3;15;4;26.67;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Jurinea humilis;110821-06;Fellfield;1;16;2;12.5;2;100;100;0;0;0;0;0;06/09/2021;14/10/2021;11;16/09/2021;168;0;1
Jurinea humilis;110821-06;Fellfield;2;16;3;18.75;3;100;66.67;0;33.33;0;33.33;0;06/09/2021;18/04/2022;8.25;13/09/2021;126;33.33;0.918
Jurinea humilis;110821-06;Fellfield;3;18;7;38.89;7;100;85.71;14.29;0;0;0;0;06/09/2021;11/04/2022;7.7;12/09/2021;112;14.29;1.149
Jurinea humilis;110821-06;Fellfield;4;15;4;26.67;4;100;50;25;25;0;25;0;06/09/2021;25/04/2022;11;16/09/2021;168;50;1.5
Jurinea humilis;110821-06;Snowbed;1;17;5;29.41;5;100;0;100;0;0;0;0;06/09/2021;11/05/2022;246.5;09/05/2022;458.5;100;0
Jurinea humilis;110821-06;Snowbed;2;16;3;18.75;3;100;0;100;0;0;0;0;06/09/2021;11/05/2022;246.5;09/05/2022;458.5;100;0
Jurinea humilis;110821-06;Snowbed;3;17;2;11.76;2;100;0;100;0;0;0;0;06/09/2021;11/05/2022;246.5;09/05/2022;458.5;100;0
Jurinea humilis;120821-03;Fellfield;2;25;1;4;1;100;100;0;0;0;0;0;06/09/2021;17/09/2021;5.5;10/09/2021;80;0;0
Jurinea humilis;120821-03;Fellfield;3;23;8;34.78;8;100;100;0;0;0;0;0;06/09/2021;14/10/2021;8.8;13/09/2021;126;0;0.954
Jurinea humilis;120821-03;Fellfield;4;25;9;36;9;100;77.78;0;22.22;0;22.22;0;06/09/2021;09/05/2022;15.5;20/09/2021;222.5;22.22;1.753
Jurinea humilis;120821-03;Snowbed;3;23;1;4.35;1;100;0;100;0;0;0;0;06/09/2021;11/05/2022;246.5;09/05/2022;458.5;100;0
Jurinea humilis;310821-01;Fellfield;2;25;3;12;3;100;0;0;100;0;100;0;22/09/2021;02/05/2022;211.5;20/04/2022;471.5;100;1.585
Jurinea humilis;310821-01;Fellfield;4;25;4;16;4;100;75;0;25;0;25;0;22/09/2021;02/05/2022;27.66666667;18/10/2021;294;25;0.811
Jurinea humilis;310821-01;Snowbed;1;25;11;44;11;100;0;100;0;0;0;0;22/09/2021;11/05/2022;230.5;09/05/2022;277;100;0
Jurinea humilis;310821-01;Snowbed;2;25;7;28;7;100;0;100;0;0;0;0;22/09/2021;11/05/2022;230.5;09/05/2022;277;100;0
Jurinea humilis;310821-01;Snowbed;3;25;6;24;6;100;0;100;0;0;0;0;22/09/2021;11/05/2022;230.5;09/05/2022;277;100;0
Jurinea humilis;310821-01;Snowbed;4;25;6;24;6;100;0;100;0;0;0;0;22/09/2021;11/05/2022;230.5;09/05/2022;277;100;0
Kobresia myosuroides;130921-03;Fellfield;1;25;12;48;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Fellfield;2;25;5;20;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Fellfield;3;25;8;32;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Fellfield;4;25;14;56;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Snowbed;1;25;8;32;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Snowbed;2;25;6;24;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Snowbed;3;25;7;28;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Kobresia myosuroides;130921-03;Snowbed;4;25;5;20;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Koeleria vallesiana;300821-02;Fellfield;1;25;17;68;17;100;100;0;0;0;0;0;21/09/2021;07/10/2021;8;28/09/2021;98;0;0
Koeleria vallesiana;300821-02;Fellfield;2;25;20;80;20;100;100;0;0;0;0;0;21/09/2021;26/10/2021;8.888888889;28/09/2021;98;0;0.469
Koeleria vallesiana;300821-02;Fellfield;3;25;22;88;22;100;100;0;0;0;0;0;21/09/2021;07/10/2021;8;28/09/2021;98;0;0
Koeleria vallesiana;300821-02;Fellfield;4;25;21;84;21;100;100;0;0;0;0;0;21/09/2021;07/10/2021;8;28/09/2021;98;0;0
Koeleria vallesiana;300821-02;Snowbed;1;25;13;52;13;100;92.31;0;7.69;0;0;7.69;21/09/2021;29/06/2022;28.35;18/10/2021;199;7.69;0.991
Koeleria vallesiana;300821-02;Snowbed;2;25;13;52;13;100;84.62;15.38;0;0;0;0;21/09/2021;18/05/2022;29.72222222;19/10/2021;203.5;15.38;1.352
Koeleria vallesiana;300821-02;Snowbed;3;25;15;60;14;93.33;86.67;6.67;0;0;0;0;21/09/2021;19/09/2022;26.96153846;16/10/2021;188.5;7.14;0.371
Koeleria vallesiana;300821-02;Snowbed;4;25;8;32;8;100;62.5;37.5;0;0;0;0;21/09/2021;18/05/2022;30.25;20/10/2021;208;37.5;1.75
Koeleria vallesiana;310821-09;Fellfield;1;24;15;62.5;15;100;100;0;0;0;0;0;28/09/2021;09/11/2021;19.88888889;16/10/2021;203;0;1.231
Koeleria vallesiana;310821-09;Fellfield;2;25;13;52;13;100;100;0;0;0;0;0;28/09/2021;28/10/2021;19.88888889;16/10/2021;203;0;0.89
Koeleria vallesiana;310821-09;Fellfield;3;25;18;72;18;100;100;0;0;0;0;0;28/09/2021;28/10/2021;14.4;11/10/2021;155.5;0;0.991
Koeleria vallesiana;310821-09;Fellfield;4;25;20;80;20;100;100;0;0;0;0;0;28/09/2021;28/10/2021;10;07/10/2021;113;0;0.722
Koeleria vallesiana;310821-09;Snowbed;1;25;15;60;15;100;66.67;26.67;6.67;0;0;6.67;28/09/2021;29/06/2022;36.02083333;02/11/2021;197;33.33;1.826
Koeleria vallesiana;310821-09;Snowbed;2;25;17;68;17;100;88.24;5.88;0;5.88;0;5.88;28/09/2021;06/07/2022;27.9;24/10/2021;167.5;11.76;1.45
Koeleria vallesiana;310821-09;Snowbed;3;25;18;72;18;100;94.44;5.56;0;0;0;0;28/09/2021;18/05/2022;25;22/10/2021;158.5;5.56;0.944
Koeleria vallesiana;310821-09;Snowbed;4;24;19;79.17;19;100;73.68;5.26;5.26;10.53;0;21.05;28/09/2021;19/09/2022;36.02083333;02/11/2021;197;26.32;2.03
Luzula caespitosa;110821-03;Fellfield;1;25;6;24;5;83.33;50;0;16.67;0;16.67;16.67;07/09/2021;19/09/2022;37;13/10/2021;467.5;40;1.371
Luzula caespitosa;110821-03;Fellfield;2;25;5;20;4;80;80;0;0;0;0;0;07/09/2021;19/09/2022;32.5;08/10/2021;417;0;0.811
Luzula caespitosa;110821-03;Fellfield;3;25;10;40;8;80;70;0;0;0;0;10;07/09/2021;19/09/2022;32.5;08/10/2021;417;12.5;1.061
Luzula caespitosa;110821-03;Fellfield;4;25;10;40;10;100;80;20;0;0;0;0;07/09/2021;11/04/2022;29.28571429;05/10/2021;384;20;1.157
Luzula caespitosa;110821-03;Snowbed;1;25;5;20;4;80;0;80;0;0;0;0;07/09/2021;19/09/2022;245.625;09/05/2022;445.5;100;0
Luzula caespitosa;110821-03;Snowbed;2;25;5;20;5;100;0;100;0;0;0;0;07/09/2021;11/05/2022;245.5;09/05/2022;445.5;100;0
Luzula caespitosa;110821-03;Snowbed;3;25;6;24;6;100;0;100;0;0;0;0;07/09/2021;11/05/2022;245.5;09/05/2022;445.5;100;0
